CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2017
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"421205 Palmeira";-;1;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;7
"421210 Palmitos";3;5;1;10;21;5;1;-;2;3;12;3;6;-;1;-;1;2;76
"421220 Papanduva";5;4;-;5;14;5;-;-;4;1;8;-;5;1;-;-;-;8;60
"421223 Paraíso";2;1;-;1;3;1;-;-;1;-;4;-;2;-;-;-;-;-;15
"421225 Passo de Torres";1;2;-;2;6;3;2;2;3;-;2;2;4;-;-;-;1;1;31
"421227 Passos Maia";1;1;-;1;4;2;-;-;-;2;3;-;1;1;-;-;-;1;17
"421230 Paulo Lopes";2;2;-;4;6;1;1;-;2;-;2;-;1;-;-;-;-;-;21
"421240 Pedras Grandes";1;1;-;1;3;-;1;-;2;1;2;1;-;-;-;-;-;-;13
"421250 Penha";-;5;-;2;22;2;2;-;6;2;16;1;2;-;1;-;4;1;66
"421260 Peritiba";1;1;-;1;3;-;-;-;-;1;1;-;2;-;-;-;-;-;10
"421265 Pescaria Brava";1;-;-;-;4;2;-;-;3;-;4;1;1;-;-;-;-;-;16
"421270 Petrolândia";-;2;-;1;3;1;-;-;-;1;3;-;1;-;1;-;-;-;13
"421290 Pinhalzinho";4;2;-;4;15;12;2;-;5;4;31;2;12;-;-;-;1;11;105
"421300 Pinheiro Preto";1;2;-;1;3;1;-;-;1;1;3;-;1;-;-;-;-;-;14
"421310 Piratuba";2;2;-;2;3;3;-;-;1;1;3;-;2;-;-;-;-;3;22
"421315 Planalto Alegre";-;2;-;2;2;-;-;-;-;1;4;-;-;-;-;-;-;-;11
"421320 Pomerode";1;5;-;20;22;5;4;-;5;3;34;3;9;2;-;-;10;6;129
"421330 Ponte Alta";-;1;-;2;2;-;-;-;2;-;2;-;1;-;-;-;-;-;10
"421335 Ponte Alta do Norte";2;-;-;1;1;1;-;-;1;1;2;-;1;-;-;-;-;-;10
"421340 Ponte Serrada";4;2;-;4;8;3;1;-;2;3;8;-;3;-;-;-;-;6;44
"421350 Porto Belo";2;3;-;9;13;3;1;-;6;1;15;-;7;-;-;-;-;20;80
"421360 Porto União";8;8;2;61;31;18;7;3;4;7;37;6;22;2;4;-;31;3;254
"421370 Pouso Redondo";1;2;-;6;13;2;-;-;3;1;6;-;3;-;-;-;-;-;37
"421380 Praia Grande";-;2;2;7;11;4;-;1;3;1;5;-;3;-;-;-;2;-;41
"421390 Presidente Castello Branco";1;1;-;1;2;1;-;-;-;1;3;-;1;-;-;-;-;-;11
"421400 Presidente Getúlio";3;2;-;8;8;5;1;-;2;1;10;1;1;-;1;-;-;2;45
"421410 Presidente Nereu";-;-;-;-;1;1;-;-;2;2;1;-;-;-;-;-;-;-;7
"421415 Princesa";1;1;-;1;1;1;-;-;-;1;1;-;1;-;-;-;-;-;8
"421420 Quilombo";2;2;-;9;9;5;1;-;4;2;5;-;4;-;1;-;3;14;61
"421430 Rancho Queimado";1;2;-;1;1;1;-;-;1;-;1;-;1;-;-;-;-;-;9
"421440 Rio das Antas";-;1;-;2;3;4;-;-;-;1;2;-;1;-;-;-;-;-;14
"421450 Rio do Campo";-;1;-;1;4;2;-;-;3;2;2;-;1;-;-;-;-;1;17
"421460 Rio do Oeste";1;1;-;1;3;5;-;-;3;1;2;-;2;-;-;-;-;-;19
"421480 Rio do Sul";9;11;4;104;114;21;6;5;10;12;76;12;50;1;3;-;68;7;513
"421470 Rio dos Cedros";1;2;-;3;9;2;1;-;4;1;7;1;1;-;-;-;-;-;32
"421490 Rio Fortuna";2;3;-;3;9;2;1;-;1;1;4;-;3;-;-;-;1;4;34
"421500 Rio Negrinho";5;3;-;22;27;9;5;-;5;2;25;6;9;-;1;-;7;2;128
"421505 Rio Rufino";1;-;-;1;3;1;-;-;1;-;2;-;1;-;-;-;-;1;11
"421507 Riqueza";-;1;-;-;3;1;-;-;2;1;3;-;1;-;-;-;-;-;12
"421510 Rodeio";1;2;1;4;6;4;1;-;5;2;7;-;2;-;-;-;-;-;35
"421520 Romelândia";2;-;-;1;1;3;1;-;1;1;3;-;3;1;-;-;-;5;22
"421530 Salete";1;2;-;5;5;2;1;-;-;1;4;-;1;-;-;-;-;-;22
"421535 Saltinho";-;-;-;2;1;1;-;-;1;1;1;-;1;-;-;-;-;-;8
"421540 Salto Veloso";-;2;-;4;2;2;1;-;1;-;3;-;3;-;-;-;-;-;18
"421545 Sangão";-;1;-;1;6;3;-;1;1;-;3;-;1;-;-;-;-;-;17
"421550 Santa Cecília";4;1;1;5;10;6;3;-;3;1;3;-;7;-;-;-;-;1;45
"421555 Santa Helena";-;-;-;1;1;1;-;-;-;1;2;-;1;-;-;-;-;1;8
"421560 Santa Rosa de Lima";1;-;-;-;3;-;-;-;1;1;2;-;1;-;-;-;-;-;9
"421565 Santa Rosa do Sul";-;1;-;2;6;3;-;-;3;1;3;1;1;-;-;-;-;-;21
"421567 Santa Terezinha";1;1;-;2;2;-;1;-;2;-;3;-;1;-;-;-;-;-;13
"421568 Santa Terezinha do Progresso";-;1;-;1;2;1;-;-;1;1;2;-;1;-;-;-;-;-;10
"421569 Santiago do Sul";-;1;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;5
"421570 Santo Amaro da Imperatriz";5;2;1;10;20;6;2;-;10;3;20;1;7;2;-;-;3;11;103
"421580 São Bento do Sul";8;9;5;77;60;28;12;3;5;7;69;10;35;1;2;-;24;10;365
"421575 São Bernardino";1;2;-;1;3;1;-;-;2;1;2;-;1;-;-;-;-;-;14
"421590 São Bonifácio";-;-;-;1;4;-;-;-;-;1;1;-;1;-;-;-;-;1;9
"421600 São Carlos";3;2;1;3;10;4;2;-;3;-;8;-;3;-;1;-;1;2;43
"421605 São Cristovão do Sul";1;2;-;1;5;1;-;-;-;-;2;-;2;-;-;-;2;1;17
"421610 São Domingos";2;2;-;2;5;5;1;-;5;1;6;1;2;-;-;-;-;-;32
"421620 São Francisco do Sul";6;5;-;17;33;14;4;1;7;4;24;3;14;-;-;-;1;8;141
"421630 São João Batista";3;1;-;19;16;3;2;-;4;2;19;1;3;-;1;-;3;1;78
"421635 São João do Itaperiú";-;1;-;2;5;1;-;-;1;1;3;-;1;-;-;-;-;-;15
"421625 São João do Oeste";1;2;-;4;7;1;-;-;1;1;1;-;2;-;-;-;-;3;23
"421640 São João do Sul";1;1;-;2;4;3;1;-;3;-;4;-;2;-;-;-;-;1;22
"421650 São Joaquim";4;4;1;10;20;9;-;1;4;2;17;4;6;-;-;-;-;1;83
"421660 São José";44;30;5;112;322;80;30;14;38;29;129;34;63;25;10;-;44;62;1071
"421670 São José do Cedro";3;2;1;5;12;6;2;-;1;1;14;-;3;-;-;-;-;8;58
"421680 São José do Cerrito";1;1;-;-;4;2;1;-;2;-;1;-;2;-;-;-;-;1;15
"421690 São Lourenço do Oeste";3;16;1;23;19;13;2;-;10;6;33;-;10;2;2;-;7;3;150
"421700 São Ludgero";1;1;-;2;9;3;-;-;2;1;5;-;2;-;-;-;-;-;26
"421710 São Martinho";1;-;-;1;2;1;-;-;-;2;2;-;-;-;-;-;-;-;9
"421715 São Miguel da Boa Vista";1;1;-;1;2;1;-;-;-;-;2;-;1;-;-;-;-;-;9
"421720 São Miguel do Oeste";9;16;4;24;87;29;5;6;5;7;52;7;31;-;1;-;24;13;320
"421725 São Pedro de Alcântara";5;1;-;5;15;1;-;-;3;1;4;-;3;2;-;-;-;1;41
"421730 Saudades";-;3;-;1;8;1;-;-;3;1;6;-;1;-;-;-;-;1;25
"421740 Schroeder";1;3;-;-;11;3;-;-;5;1;6;-;3;-;-;-;1;-;34
"421750 Seara";-;2;-;4;13;8;1;-;5;4;12;1;9;-;-;-;-;-;59
"421755 Serra Alta";1;2;-;-;2;-;-;-;1;1;3;-;2;-;-;-;-;-;12
"421760 Siderópolis";3;1;-;2;15;4;-;-;3;2;6;-;8;-;-;-;1;1;46
"421770 Sombrio";4;13;-;6;18;6;1;2;1;2;18;-;4;-;-;-;5;1;81
"421775 Sul Brasil";-;1;-;1;1;1;-;-;-;1;2;-;-;-;-;-;-;-;7
"421780 Taió";2;2;-;10;22;4;2;-;2;1;16;-;3;-;-;-;1;-;65
"421790 Tangará";1;3;-;4;8;5;1;-;2;1;3;1;4;-;-;-;-;-;33
"421795 Tigrinhos";1;1;-;1;2;1;-;-;-;1;1;-;1;-;-;-;-;1;10
"421800 Tijucas";2;10;-;29;34;12;7;5;6;7;33;4;8;1;1;-;1;1;161
"421810 Timbé do Sul";1;1;-;4;5;2;-;-;1;-;4;-;2;-;-;-;1;-;21
"421820 Timbó";3;9;-;16;44;19;3;4;9;7;31;7;14;-;1;-;10;16;193
"421825 Timbó Grande";1;1;-;1;5;1;-;-;2;-;3;-;1;-;-;-;-;-;15
"421830 Três Barras";4;3;-;2;20;10;1;3;5;3;5;1;5;-;-;-;1;10;73
"421835 Treviso";1;1;-;-;4;3;-;-;3;1;4;-;1;-;-;-;-;-;18
"421840 Treze de Maio";1;2;1;2;7;2;1;-;1;2;5;-;3;-;-;-;-;-;27
"421850 Treze Tílias";-;1;-;2;3;3;-;-;-;-;7;-;1;-;-;-;-;-;17
"421860 Trombudo Central";1;3;-;4;9;2;1;-;-;1;3;-;3;-;-;-;-;1;28
"421870 Tubarão";16;16;11;137;229;42;12;6;19;19;112;21;59;9;8;-;85;11;812
"421875 Tunápolis";1;2;-;5;6;3;-;-;1;1;4;-;4;-;-;-;-;4;31
"421880 Turvo";3;2;1;8;18;5;-;-;2;2;9;-;3;-;-;-;-;-;53
"421885 União do Oeste";1;1;-;-;2;1;-;-;1;-;-;-;1;-;-;-;-;-;7
"421890 Urubici";3;3;-;4;9;3;1;-;2;1;5;-;3;-;-;-;-;15;49
"421895 Urupema";1;1;-;-;2;1;1;-;-;-;1;-;1;-;-;-;-;-;8
"421900 Urussanga";4;3;1;11;21;8;-;1;4;2;18;2;4;1;2;-;2;-;84
"421910 Vargeão";1;2;-;1;6;1;-;-;-;2;3;1;3;-;-;-;-;-;20
"421915 Vargem";1;1;-;-;2;1;1;-;-;1;2;-;1;-;-;-;-;-;10
"421917 Vargem Bonita";2;2;-;-;3;-;1;-;1;1;3;-;1;-;-;-;-;1;15
"421920 Vidal Ramos";1;1;-;3;5;1;-;-;1;1;4;-;3;-;-;-;-;-;20
"421930 Videira";8;11;-;36;48;9;5;6;5;9;49;3;14;1;2;-;19;4;229
"421935 Vitor Meireles";1;2;-;1;5;-;-;-;1;1;3;-;1;-;-;-;-;-;15
"421940 Witmarsum";1;2;-;1;6;-;1;-;2;1;2;-;1;-;-;-;-;-;17
"421950 Xanxerê";8;15;-;40;72;23;4;5;9;6;54;9;35;-;1;-;23;10;314
"421960 Xavantina";1;2;-;1;3;-;1;-;-;-;2;-;1;-;-;-;-;-;11
"421970 Xaxim";8;4;1;4;17;8;1;-;6;5;27;1;10;-;-;-;-;5;97
"421985 Zortéa";-;1;-;1;2;2;-;-;1;-;1;-;1;-;-;-;-;-;9
"430003 Aceguá";1;-;-;2;8;1;-;-;1;1;3;-;1;-;1;-;-;-;19
"430005 Água Santa";-;2;-;3;8;6;-;-;1;1;6;1;2;-;-;-;-;-;30
"430010 Agudo";-;3;3;11;9;4;1;-;-;1;4;3;1;1;3;-;4;-;48
"430020 Ajuricaba";2;2;-;4;6;7;1;-;3;3;3;-;5;-;-;-;1;3;40
"430030 Alecrim";1;1;-;3;8;1;1;-;2;1;3;-;2;-;1;-;-;-;24
"430040 Alegrete";11;6;1;42;81;27;8;2;16;12;39;12;35;2;5;-;30;8;337
"430045 Alegria";1;1;-;1;2;2;1;-;-;2;2;-;4;-;-;-;1;3;20
"430047 Almirante Tamandaré do Sul";2;1;-;-;2;1;1;-;1;1;1;1;1;-;-;-;-;1;13
"430050 Alpestre";1;3;1;5;8;1;-;-;-;1;4;-;2;-;2;-;-;1;29
"430055 Alto Alegre";1;2;-;1;2;2;1;-;1;1;2;-;2;-;-;-;-;1;16
"430057 Alto Feliz";-;1;-;1;1;2;-;1;1;1;1;1;2;-;-;-;-;1;13
"430060 Alvorada";11;6;3;44;94;24;4;25;30;6;44;30;31;11;7;-;35;14;419
"430063 Amaral Ferrador";1;-;-;3;3;-;-;-;2;-;1;-;1;-;-;-;-;-;11
"430064 Ametista do Sul";2;1;-;3;6;1;1;1;3;1;3;1;1;-;-;-;-;1;25
"430066 André da Rocha";1;1;-;2;1;1;-;-;2;1;1;-;1;-;-;-;-;1;12
"430070 Anta Gorda";-;2;-;9;7;3;1;-;1;2;5;1;2;-;-;-;-;1;34
"430080 Antônio Prado";3;5;-;7;15;5;5;-;3;6;9;2;8;-;2;-;11;5;86
"430085 Arambaré";1;-;-;-;3;-;1;-;2;1;1;-;1;1;-;-;-;-;11
"430087 Araricá";-;1;-;11;14;2;1;2;1;2;6;2;3;1;2;-;4;-;52
"430090 Aratiba";1;2;-;3;8;4;2;1;1;2;3;-;1;-;1;-;5;-;34
"430100 Arroio do Meio";2;5;1;32;25;7;-;1;3;4;10;5;4;5;1;-;17;1;123
"430107 Arroio do Padre";-;-;-;5;5;1;1;1;1;1;3;1;1;1;-;-;1;-;22
"430105 Arroio do Sal";-;1;-;5;13;4;-;-;3;1;4;1;4;1;-;-;-;1;38
"430120 Arroio do Tigre";1;3;-;12;10;4;-;-;3;1;14;3;2;-;4;-;1;2;60
"430110 Arroio dos Ratos";2;2;-;6;9;7;3;1;3;2;7;1;4;2;-;-;3;8;60
"430130 Arroio Grande";2;2;-;14;14;5;1;-;3;2;4;1;5;-;-;-;1;2;56
"430140 Arvorezinha";1;3;-;2;9;3;-;-;3;2;4;1;3;-;1;-;3;1;36
"430150 Augusto Pestana";2;2;-;6;10;2;-;-;-;2;2;-;4;1;1;-;-;2;34
"430155 Áurea";1;-;-;1;5;1;1;-;2;1;1;-;1;-;-;-;-;-;14
"430160 Bagé";21;12;2;67;118;57;10;7;18;25;63;19;51;4;3;-;57;17;551
"430163 Balneário Pinhal";3;3;-;19;10;3;2;-;1;1;3;2;4;1;-;-;-;1;53
"430165 Barão";1;-;-;10;6;3;1;-;1;1;2;-;3;1;-;-;2;7;38
"430170 Barão de Cotegipe";-;-;-;5;7;2;1;-;3;1;7;-;2;-;-;-;-;1;29
"430175 Barão do Triunfo";-;-;-;4;5;-;-;-;-;-;2;1;1;1;-;-;-;-;14
"430185 Barra do Guarita";-;1;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;8
"430187 Barra do Quaraí";2;1;-;1;7;2;-;-;2;-;2;-;2;-;-;-;-;1;20
"430190 Barra do Ribeiro";-;1;-;3;9;3;-;-;2;-;4;-;1;1;-;-;1;-;25
"430192 Barra do Rio Azul";-;1;-;1;1;2;-;-;1;1;2;-;-;-;-;-;-;-;9
"430195 Barra Funda";-;1;-;-;2;2;1;-;-;2;2;1;1;-;-;-;-;-;12
"430180 Barracão";-;-;-;1;4;4;1;-;2;1;4;1;2;-;-;-;-;1;21
"430200 Barros Cassal";-;4;-;1;4;4;-;-;2;1;9;1;2;-;-;-;-;1;29
"430205 Benjamin Constant do Sul";-;1;-;1;3;1;-;-;-;1;2;-;-;-;-;-;-;-;9
"430210 Bento Gonçalves";9;15;18;151;121;34;15;17;8;12;103;16;44;7;16;-;153;13;752
"430215 Boa Vista das Missões";2;2;-;2;2;1;-;-;1;-;1;-;1;-;-;-;-;-;12
"430220 Boa Vista do Buricá";3;4;-;3;11;5;4;-;2;3;1;1;7;-;1;-;1;2;48
"430222 Boa Vista do Cadeado";-;1;-;1;5;2;-;-;1;2;1;1;1;1;-;-;-;1;17
"430223 Boa Vista do Incra";-;1;-;2;1;2;-;-;1;1;1;1;1;-;-;-;-;-;11
"430225 Boa Vista do Sul";1;1;-;2;1;-;-;-;-;1;2;1;-;-;-;-;-;-;9
"430230 Bom Jesus";1;2;-;10;10;6;1;-;1;1;9;1;5;-;1;-;-;2;50
"430235 Bom Princípio";1;1;-;17;13;2;1;-;1;2;13;3;6;1;-;-;-;2;63
"430237 Bom Progresso";-;-;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;7
"430240 Bom Retiro do Sul";2;1;-;8;6;3;1;-;1;2;3;1;4;-;-;-;3;2;37
"430245 Boqueirão do Leão";1;2;-;-;6;4;-;-;2;1;9;1;2;-;-;-;-;-;28
"430250 Bossoroca";1;1;-;2;5;2;1;-;1;1;7;-;1;1;-;-;-;-;23
"430258 Bozano";-;1;-;1;1;1;-;1;-;1;2;1;2;-;-;-;-;-;11
"430260 Braga";1;1;-;1;5;1;-;-;2;1;1;-;1;-;-;-;-;1;15
"430265 Brochier";-;-;-;4;3;2;1;1;1;1;2;1;4;-;-;-;-;1;21
"430270 Butiá";2;-;-;7;9;9;1;-;5;2;6;3;7;1;2;-;4;2;60
"430280 Caçapava do Sul";1;3;-;18;22;4;3;-;4;3;15;4;4;1;1;-;5;6;94
"430290 Cacequi";-;1;-;7;12;2;2;-;3;1;10;-;4;-;1;-;1;3;47
"430300 Cachoeira do Sul";12;17;1;99;110;33;7;3;9;10;59;22;25;3;7;-;52;21;490
"430310 Cachoeirinha";7;19;7;56;79;19;13;43;17;8;75;68;58;10;15;-;51;23;568
"430320 Cacique Doble";-;3;-;1;5;1;1;-;2;-;5;-;1;-;-;-;-;1;20
"430330 Caibaté";1;4;-;3;6;5;-;-;2;2;2;1;4;-;-;-;-;1;31
"430340 Caiçara";2;1;-;2;7;3;-;-;-;2;3;1;3;-;-;-;-;-;24
"430350 Camaquã";9;2;-;75;54;21;6;2;6;5;46;7;26;3;6;-;22;23;313
"430355 Camargo";2;-;-;2;2;2;1;1;2;1;2;1;1;-;-;-;-;-;17
"430360 Cambará do Sul";1;2;-;3;7;1;-;-;1;1;5;1;4;-;1;-;-;1;28
"430367 Campestre da Serra";-;-;-;4;1;2;-;-;-;1;2;1;1;-;-;-;-;-;12
"430370 Campina das Missões";-;1;-;-;10;2;-;-;1;1;3;4;2;-;2;-;-;-;26
"430380 Campinas do Sul";-;2;-;4;6;3;1;1;1;1;2;-;1;1;-;-;-;-;23
"430390 Campo Bom";4;9;6;65;59;11;4;12;14;6;37;25;17;3;7;-;19;13;311
"430400 Campo Novo";1;1;-;2;5;1;-;-;1;2;2;-;-;-;-;-;-;-;15
"430410 Campos Borges";1;1;-;3;6;1;-;-;1;1;4;-;1;-;-;-;-;-;19
"430420 Candelária";3;5;-;11;19;9;-;-;3;5;17;7;5;4;1;-;2;2;93
"430430 Cândido Godói";-;1;-;1;7;2;1;-;2;2;2;1;5;-;1;-;2;-;27
"430435 Candiota";3;1;-;3;5;4;-;-;4;2;4;-;4;-;-;-;-;1;31
"430440 Canela";2;4;-;50;27;15;4;3;7;7;20;8;11;4;5;-;23;1;191
"430450 Canguçu";9;4;-;32;29;6;-;3;7;2;26;12;6;2;1;-;9;6;154
"430460 Canoas";41;51;15;510;548;173;30;56;59;54;194;134;124;24;39;-;390;54;2496
"430461 Canudos do Vale";2;-;-;-;1;-;-;-;-;1;2;-;1;-;-;-;-;-;7
"430462 Capão Bonito do Sul";1;1;-;1;3;1;1;1;1;1;2;1;2;-;-;-;-;-;16
"430463 Capão da Canoa";4;4;2;47;61;25;1;4;7;4;28;11;11;3;3;-;22;5;242
"430465 Capão do Cipó";1;1;-;2;2;1;-;1;2;1;2;1;-;1;-;-;-;-;15
"430466 Capão do Leão";2;2;-;26;19;3;1;-;3;-;4;-;3;1;-;-;-;2;66
"430468 Capela de Santana";1;1;-;1;5;-;-;-;3;-;4;-;-;-;-;-;1;-;16
"430469 Capitão";-;1;-;-;2;1;-;-;1;1;2;-;-;-;-;-;-;-;8
"430467 Capivari do Sul";-;1;-;4;3;1;1;-;-;1;1;1;2;1;-;-;-;-;16
"430471 Caraá";-;1;-;1;3;1;-;-;3;-;-;1;1;-;-;-;-;1;12
"430470 Carazinho";5;7;3;48;66;23;5;10;8;6;48;8;26;4;10;-;40;20;337
"430480 Carlos Barbosa";3;4;-;31;38;11;3;3;2;5;10;10;9;1;2;-;12;1;145
"430485 Carlos Gomes";-;-;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;7
"430490 Casca";2;2;1;7;9;6;2;1;3;3;8;2;4;-;-;-;1;8;59
"430495 Caseiros";-;-;-;3;2;1;1;-;1;-;2;1;1;-;-;-;-;-;12
"430500 Catuípe";1;2;-;8;9;4;-;-;4;2;4;1;3;-;-;-;-;3;41
"430510 Caxias do Sul";60;80;9;660;706;238;71;78;31;86;338;186;253;43;54;1;486;70;3450
"430511 Centenário";-;-;-;1;1;2;-;-;-;1;2;-;1;-;-;-;-;-;8
"430512 Cerrito";1;1;-;1;3;2;-;1;2;1;2;2;1;-;-;-;1;2;20
"430513 Cerro Branco";1;1;-;1;2;3;-;-;2;-;5;-;1;-;-;-;-;3;19
"430515 Cerro Grande";2;1;-;-;2;1;-;-;1;1;1;-;2;-;-;-;-;-;11
"430517 Cerro Grande do Sul";1;2;-;2;6;1;-;-;2;-;4;-;1;1;-;-;-;-;20
"430520 Cerro Largo";2;3;-;11;9;5;-;-;3;3;8;2;3;-;1;-;3;3;56
"430530 Chapada";2;2;-;5;13;3;2;-;4;1;7;1;3;-;1;-;2;2;48
"430535 Charqueadas";17;2;1;15;28;9;3;3;13;3;36;1;20;1;3;-;5;4;164
"430537 Charrua";2;1;-;2;3;2;1;-;1;1;1;1;2;-;-;-;-;1;18
"430540 Chiapetta";-;-;-;-;4;-;-;-;1;1;1;1;-;-;-;-;-;-;8
"430543 Chuí";-;1;-;6;8;1;-;1;1;-;2;3;1;-;-;-;-;1;25
"430544 Chuvisca";-;1;-;1;3;-;1;-;-;-;1;-;1;-;-;-;-;3;11
"430545 Cidreira";2;1;-;8;6;4;1;-;4;2;5;1;2;1;1;-;1;1;40
"430550 Ciríaco";1;1;-;2;4;2;-;-;1;1;5;-;1;-;-;-;1;2;21
"430558 Colinas";-;1;-;-;1;-;1;1;2;1;2;-;1;1;-;-;-;-;11
"430560 Colorado";1;2;-;2;4;2;1;-;1;1;2;-;2;-;-;-;-;-;18
"430570 Condor";2;4;-;4;8;2;-;-;-;3;4;1;4;-;-;-;-;-;32
"430580 Constantina";2;1;-;6;12;4;2;-;1;2;3;5;7;1;-;-;1;-;47
"430583 Coqueiro Baixo";-;1;-;-;2;1;1;1;-;1;1;-;1;-;-;-;-;-;9
"430585 Coqueiros do Sul";-;1;-;1;2;1;1;-;1;-;2;-;1;-;-;-;-;-;10
"430587 Coronel Barros";-;1;-;1;3;1;-;-;-;-;2;1;-;-;-;-;-;-;9
"430590 Coronel Bicaco";2;3;-;1;8;2;-;-;1;3;3;1;2;-;-;-;-;-;26
"430593 Coronel Pilar";1;1;-;-;1;1;1;-;-;-;2;1;-;-;-;-;-;-;8
"430595 Cotiporã";-;-;-;1;6;2;1;-;1;1;1;-;1;-;-;-;-;-;14
"430597 Coxilha";-;2;-;1;3;1;-;1;1;-;1;1;1;-;-;-;-;-;12
"430600 Crissiumal";3;2;-;7;16;4;-;-;5;4;5;1;5;-;-;-;-;-;52
"430605 Cristal";-;-;-;2;6;1;-;-;4;1;5;2;3;-;-;-;-;1;25
"430607 Cristal do Sul";-;-;-;1;3;1;-;-;1;1;1;-;1;-;-;-;-;1;10
"430610 Cruz Alta";10;13;-;50;129;40;8;6;18;22;60;8;32;3;7;1;58;5;470
"430613 Cruzaltense";1;1;-;-;2;3;-;-;2;1;2;-;1;-;-;-;-;-;13
"430620 Cruzeiro do Sul";1;5;-;10;9;2;1;-;2;3;6;2;2;-;-;-;-;-;43
"430630 David Canabarro";1;1;-;4;6;3;1;-;2;2;2;1;2;-;1;-;1;1;28
"430632 Derrubadas";1;1;-;1;2;2;-;-;1;1;2;-;1;-;-;-;-;-;12
"430635 Dezesseis de Novembro";-;-;-;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;6
"430637 Dilermando de Aguiar";-;1;-;2;2;1;-;1;1;1;2;-;-;-;-;-;-;-;11
"430640 Dois Irmãos";2;3;1;26;23;13;3;7;6;5;39;11;8;-;2;-;9;5;163
"430642 Dois Irmãos das Missões";1;-;-;1;3;2;-;-;1;1;-;-;1;-;-;-;-;-;10
"430645 Dois Lajeados";1;1;-;-;2;2;-;1;-;1;7;1;1;-;-;-;-;-;17
"430650 Dom Feliciano";-;2;-;4;7;2;-;-;1;1;4;3;-;-;-;-;-;-;24
"430660 Dom Pedrito";6;6;-;25;28;15;2;-;6;9;12;-;8;-;1;-;13;1;132
"430655 Dom Pedro de Alcântara";-;-;-;-;2;1;-;-;1;1;2;-;1;-;-;-;-;-;8
"430670 Dona Francisca";-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430673 Doutor Maurício Cardoso";-;1;-;-;4;3;-;-;1;1;3;-;2;-;-;-;-;-;15
"430675 Doutor Ricardo";-;1;-;-;3;-;1;-;3;2;2;1;2;-;-;-;-;-;15
"430676 Eldorado do Sul";1;5;-;33;18;3;-;3;-;2;12;1;3;1;1;-;3;1;87
"430680 Encantado";1;6;1;39;28;17;6;-;5;7;20;4;11;-;1;-;16;8;170
"430690 Encruzilhada do Sul";-;4;-;11;22;6;1;-;5;5;13;2;6;1;2;-;-;4;82
"430692 Engenho Velho";-;-;-;-;6;1;-;-;-;1;1;-;1;-;-;-;-;-;10
"430695 Entre Rios do Sul";-;1;-;2;2;2;1;-;1;1;2;-;1;-;-;-;-;-;13
"430693 Entre-Ijuís";1;1;-;2;5;5;-;-;3;1;2;1;3;-;-;-;-;1;25
"430697 Erebango";1;-;-;-;3;-;-;-;2;-;3;-;1;-;-;-;-;-;10
"430700 Erechim";11;22;2;134;137;57;20;15;11;13;107;26;63;11;12;-;80;28;749
"430705 Ernestina";-;-;-;3;5;2;1;-;-;1;2;-;1;-;-;-;-;-;15
"430720 Erval Grande";-;1;-;1;5;2;-;-;2;1;4;-;1;-;-;-;-;-;17
"430730 Erval Seco";2;-;-;1;7;1;2;-;2;-;2;1;2;-;-;-;-;2;22
"430740 Esmeralda";-;-;-;2;2;1;-;-;-;1;2;-;1;-;-;-;-;-;9
"430745 Esperança do Sul";-;-;-;2;2;1;-;-;1;1;1;-;1;-;-;-;-;-;9
"430750 Espumoso";2;2;2;5;16;8;1;-;5;4;17;1;5;-;2;-;3;-;73
"430755 Estação";-;1;-;4;7;6;2;-;2;1;2;1;4;-;-;-;-;-;30
"430760 Estância Velha";4;5;-;33;31;11;2;5;9;8;17;9;13;2;1;-;5;2;157
"430770 Esteio";11;13;3;101;83;44;20;16;9;15;41;37;40;11;4;-;51;23;522
"430780 Estrela";5;9;1;86;57;17;8;3;2;10;28;23;16;-;2;-;24;10;301
"430781 Estrela Velha";-;1;-;1;3;2;-;-;-;1;4;-;1;-;-;-;-;-;13
"430783 Eugênio de Castro";-;1;-;-;4;2;-;-;1;-;1;-;1;-;-;-;-;-;10
"430786 Fagundes Varela";-;-;-;2;2;1;-;-;1;1;1;1;1;-;-;-;-;-;10
"430790 Farroupilha";4;4;-;30;67;19;8;1;7;6;28;2;22;-;5;-;11;4;218
"430800 Faxinal do Soturno";1;5;4;66;13;13;9;6;3;11;4;3;19;11;1;-;20;4;193
"430805 Faxinalzinho";-;1;-;1;2;1;-;-;-;1;1;-;1;-;-;-;-;-;8
